,user_id,snowplow_pseudo_id,AGEB_key,user_first_visit,traffic_source,device_category,browser,mobile_brand,model_name,country,total_session_duration,total_events,total_page_views,engagement_time_minutes
714,787d636f-5e85-4195-b7ca-82dcee921821,1124771438.1566319303,0100500010694,2020-08-19,(direct),desktop,Chrome,Google,Chrome,Mexico,109799,612,395,0.0
715,787d636f-5e85-4195-b7ca-82dcee921821,1124771438.1566319303,0100500010694,2020-08-19,(direct),desktop,Chrome,Google,Chrome,Mexico,422928,2830,1528,0.0
716,7968c65b-b991-4a19-85df-1855a7fb3bf3,1123577860.1607038840,,2020-12-03,google,desktop,Chrome,Google,Chrome,Peru,541350,3350,2000,0.06
717,7968c65b-b991-4a19-85df-1855a7fb3bf3,1123577860.1607038840,,2020-12-03,google,desktop,Chrome,Google,Chrome,Peru,606312,3752,2240,0.0
718,7968c65b-b991-4a19-85df-1855a7fb3bf3,1123577860.1607038840,,2020-12-03,google,desktop,Chrome,Google,Chrome,Peru,1631,14,6,
719,7968c65b-b991-4a19-85df-1855a7fb3bf3,1123577860.1607038840,,2020-12-03,google,desktop,Chrome,Google,Chrome,Peru,9366,76,29,
720,79dfaac1-4876-4c26-9939-a07d645e23b0,1376742331.1614076830,,2021-02-23,tegger.io,desktop,Chrome,Google,Chrome,Chile,77,14,4,0.0
721,7b78205a-680e-45ae-b8d3-d13b7eb331a2,1865433624.1614359761,,2021-02-26,culturacolectiva.com,desktop,Chrome,Google,Chrome,Argentina,96400,1002,406,0.01
722,7bb54af3-355b-4692-a000-16857ca01ab0,1985037638.1614984044,020023371,2021-03-05,(direct),desktop,Chrome,Google,Chrome,Mexico,9354,238,74,0.0
723,7bb54af3-355b-4692-a000-16857ca01ab0,1985037638.1614984044,020023371,2021-03-05,(direct),desktop,Chrome,Google,Chrome,Mexico,29596,249,95,0.02
724,7bb54af3-355b-4692-a000-16857ca01ab0,1301917884.1614989066,020023371,2021-03-05,(direct),desktop,Chrome,Google,Chrome,Mexico,41220,624,204,0.0
725,7bb54af3-355b-4692-a000-16857ca01ab0,1985037638.1614984044,020023371,2021-03-05,(direct),desktop,Chrome,Google,Chrome,Mexico,107,12,4,0.0
726,7bb54af3-355b-4692-a000-16857ca01ab0,1985037638.1614984044,020023371,2021-03-05,(direct),desktop,Chrome,Google,Chrome,Mexico,28998,369,126,0.0
727,7bb54af3-355b-4692-a000-16857ca01ab0,1985037638.1614984044,020023371,2021-03-05,(direct),desktop,Chrome,Google,Chrome,Mexico,46799,633,237,0.0
728,7bb54af3-355b-4692-a000-16857ca01ab0,1985037638.1614984044,020023371,2021-03-05,(direct),desktop,Chrome,Google,Chrome,Mexico,15248,280,80,0.0
729,7bb54af3-355b-4692-a000-16857ca01ab0,1985037638.1614984044,020023371,2021-03-05,(direct),desktop,Chrome,Google,Chrome,Mexico,2668,44,12,0.02
730,7bb54af3-355b-4692-a000-16857ca01ab0,1985037638.1614984044,020023371,2021-03-05,(direct),desktop,Chrome,Google,Chrome,Mexico,21368,358,98,0.0
731,7bf9a887-ab71-494d-93e6-4d70d204ce89,1384224609.1616508785,,2021-03-23,google,desktop,Chrome,Google,Chrome,Peru,361,15,2,0.08
732,7cbeffe5-5375-4f22-a6b9-ca87ce34d6df,3220227.1613672677,,2021-02-18,culturacolectiva.com,desktop,Chrome,Google,Chrome,Bolivia,2764,112,28,0.07
733,7d7a8337-707c-47fd-ab12-ecc9856bbdc2,1907496531.1614210620,0901500010733,2021-02-24,news.culturacolectiva.com,desktop,Chrome,Google,Chrome,Mexico,110580,1200,800,
734,7f801dae-9d41-4859-891f-feed9587b800,35998323.1613852292,,2021-02-20,culturacolectiva.com,desktop,Chrome,Google,Chrome,Indonesia,5034,63,18,0.08
735,802a256c-d162-4621-b2c5-d0e3389b88db,1294449244.1607797183,,2020-12-12,pinterest.com.mx,desktop,Chrome,Google,Chrome,Argentina,8985,150,40,0.1
736,803de5da-3a49-46b9-90c4-1fd3655d13c6,amp-HavTNo6IP-2ctrXPkiDGNA,150920070,2020-12-14,Cultura Colectiva,desktop,Chrome,Google,Chrome,Mexico,96833,1194,578,0.03
737,808c8032-40b4-4760-b488-496c3b826964,693468441.1614105830,240490064,2021-02-23,news.culturacolectiva.com,desktop,Chrome,Google,Chrome,Mexico,3141072,41148,20628,0.04
738,808c8032-40b4-4760-b488-496c3b826964,104024565.1614105840,240490064,2021-02-23,tegger.io,desktop,Chrome,Google,Chrome,Mexico,26736,288,112,0.02
739,808c8032-40b4-4760-b488-496c3b826964,501031339.1614105838,240490064,2021-02-23,freim.tv,desktop,Chrome,Google,Chrome,Mexico,20604,274,84,0.02
740,8165360a-7d9c-4baa-a2c3-6c8ff2dc2939,1595567640.1613479794,,2021-02-16,google,desktop,Chrome,Google,Chrome,Colombia,1257,129,42,0.08
741,8202dec7-0695-4175-986b-46ff70dd443c,1937724797.1614456203,,2021-02-27,freim.tv,desktop,Chrome,Google,Chrome,United Arab Emirates,97161,4864,1365,0.31
742,8202dec7-0695-4175-986b-46ff70dd443c,1937724797.1614456203,,2021-02-27,freim.tv,desktop,Chrome,Google,Chrome,United Arab Emirates,473688,11973,3628,0.04
743,8202dec7-0695-4175-986b-46ff70dd443c,1224235493.1614495069,,2021-02-28,news.culturacolectiva.com,desktop,Chrome,Google,Chrome,United Arab Emirates,156,48,15,0.0
744,831edb2a-f16c-4414-9cef-10876f0fc339,1066993796.1612249384,,2021-02-02,(direct),desktop,Chrome,Google,Chrome,Spain,29870,142,102,1.03
745,8629f7bc-adb8-43df-bcf0-0df8c363cf62,1786201662.1614739579,,2021-03-02,google,desktop,Chrome,Google,Chrome,Dominican Republic,35576,216,128,
746,86344fb4-f827-4a60-ae7e-108b09bf78f5,282737374.1608929867,,2020-12-25,google,desktop,Chrome,Google,Chrome,Colombia,598,15,4,0.07
747,8908da49-34ad-4733-a722-54906eaa8cdf,358479247.1602086777,,2020-10-07,(direct),desktop,Chrome,Google,Chrome,Argentina,760,22,6,0.06
748,8b8bd7b5-c894-4ed3-be58-8ec3fc5aae58,638122331.1614062857,240490064,2021-02-23,culturacolectiva.com,desktop,Chrome,Google,Chrome,Mexico,7500,88,36,2.02
749,8d51ca80-62e9-4479-97c0-b46658b81348,1256736210.1615310204,,2021-03-09,tegger.io,desktop,Chrome,Google,Chrome,Colombia,2199,40,10,0.04
750,8d51ca80-62e9-4479-97c0-b46658b81348,1714935333.1615310488,,2021-03-09,tegger.io,desktop,Chrome,Google,Chrome,Colombia,806,24,8,
751,8d51ca80-62e9-4479-97c0-b46658b81348,49711971.1615389447,,2021-03-10,tegger.io,desktop,Chrome,Google,Chrome,Colombia,2099,208,80,0.03
752,8d51ca80-62e9-4479-97c0-b46658b81348,1714935333.1615310488,,2021-03-09,tegger.io,desktop,Chrome,Google,Chrome,Colombia,68051,516,266,0.03
753,8d51ca80-62e9-4479-97c0-b46658b81348,1256736210.1615310204,,2021-03-09,tegger.io,desktop,Chrome,Google,Chrome,Colombia,4256,66,18,0.0
754,8d51ca80-62e9-4479-97c0-b46658b81348,1256736210.1615310204,,2021-03-09,tegger.io,desktop,Chrome,Google,Chrome,Colombia,76,20,8,0.0
755,8d51ca80-62e9-4479-97c0-b46658b81348,1256736210.1615310204,,2021-03-09,tegger.io,desktop,Chrome,Google,Chrome,Colombia,0,4,2,0.0
756,8d51ca80-62e9-4479-97c0-b46658b81348,1524300889.1615816011,,2021-03-15,tegger.io,desktop,Chrome,Google,Chrome,Colombia,394,44,12,0.04
757,8d51ca80-62e9-4479-97c0-b46658b81348,1479269471.1615902855,,2021-03-16,tegger.io,desktop,Chrome,Google,Chrome,Colombia,6489,58,22,0.04
758,8d51ca80-62e9-4479-97c0-b46658b81348,1524300889.1615816011,,2021-03-15,tegger.io,desktop,Chrome,Google,Chrome,Colombia,1790,18,8,0.0
759,8d51ca80-62e9-4479-97c0-b46658b81348,1524300889.1615816011,,2021-03-15,tegger.io,desktop,Chrome,Google,Chrome,Colombia,1,8,4,0.02
760,8d51ca80-62e9-4479-97c0-b46658b81348,1479269471.1615902855,,2021-03-16,tegger.io,desktop,Chrome,Google,Chrome,Colombia,433,12,4,0.01
761,8d51ca80-62e9-4479-97c0-b46658b81348,1669576590.1615903025,,2021-03-16,tegger.io,desktop,Chrome,Google,Chrome,Colombia,27951,450,166,0.01
762,8d51ca80-62e9-4479-97c0-b46658b81348,1479269471.1615902855,,2021-03-16,tegger.io,desktop,Chrome,Google,Chrome,Colombia,1644,132,44,0.01
763,8d51ca80-62e9-4479-97c0-b46658b81348,1524300889.1615816011,,2021-03-15,tegger.io,desktop,Chrome,Google,Chrome,Colombia,87,10,4,0.0
764,8d51ca80-62e9-4479-97c0-b46658b81348,1669576590.1615903025,,2021-03-16,tegger.io,desktop,Chrome,Google,Chrome,Colombia,100757,596,370,0.02
765,8d51ca80-62e9-4479-97c0-b46658b81348,1479269471.1615902855,,2021-03-16,tegger.io,desktop,Chrome,Google,Chrome,Colombia,10,8,4,
766,8d51ca80-62e9-4479-97c0-b46658b81348,1524300889.1615816011,,2021-03-15,tegger.io,desktop,Chrome,Google,Chrome,Colombia,2031,28,8,0.0
767,8d51ca80-62e9-4479-97c0-b46658b81348,1479269471.1615902855,,2021-03-16,tegger.io,desktop,Chrome,Google,Chrome,Colombia,896,56,24,0.02
768,8d51ca80-62e9-4479-97c0-b46658b81348,1669576590.1615903025,,2021-03-16,tegger.io,desktop,Chrome,Google,Chrome,Colombia,554,20,6,0.01
769,8d51ca80-62e9-4479-97c0-b46658b81348,1479269471.1615902855,,2021-03-16,tegger.io,desktop,Chrome,Google,Chrome,Colombia,1261,6,2,0.01
770,8d51ca80-62e9-4479-97c0-b46658b81348,1524300889.1615816011,,2021-03-15,tegger.io,desktop,Chrome,Google,Chrome,Colombia,204,20,6,0.0
771,8d51ca80-62e9-4479-97c0-b46658b81348,1524300889.1615816011,,2021-03-15,tegger.io,desktop,Chrome,Google,Chrome,Colombia,1306,16,5,0.0
772,8d51ca80-62e9-4479-97c0-b46658b81348,1524300889.1615816011,,2021-03-15,tegger.io,desktop,Chrome,Google,Chrome,Colombia,97,6,2,0.0
773,8d51ca80-62e9-4479-97c0-b46658b81348,1669576590.1615903025,,2021-03-16,tegger.io,desktop,Chrome,Google,Chrome,Colombia,54792,612,216,0.02
774,8db0376b-0d4a-44d3-8555-3a8605ebb56a,231948107.1616501257,,2021-03-23,pinterest.com,desktop,Chrome,Google,Chrome,Austria,2667,54,18,0.98
775,91e978ea-78e6-4bfe-96db-2d8b56f87c78,686987593.1613255801,,2021-02-13,news.culturacolectiva.com,desktop,Chrome,Google,Chrome,Netherlands,1498359,12939,6555,0.06
776,91e978ea-78e6-4bfe-96db-2d8b56f87c78,686987593.1613255801,,2021-02-13,news.culturacolectiva.com,desktop,Chrome,Google,Chrome,Netherlands,4665144,34848,15840,0.52
777,91e978ea-78e6-4bfe-96db-2d8b56f87c78,686987593.1613255801,,2021-02-13,news.culturacolectiva.com,desktop,Chrome,Google,Chrome,Netherlands,64161,654,244,0.2
778,91e978ea-78e6-4bfe-96db-2d8b56f87c78,1137103800.1613491915,,2021-02-16,tegger.io,desktop,Chrome,Google,Chrome,Netherlands,628,76,20,0.0
779,91e978ea-78e6-4bfe-96db-2d8b56f87c78,1888798663.1613767314,,2021-02-19,news.culturacolectiva.com,desktop,Chrome,Google,Chrome,Netherlands,14440,185,60,0.1
780,91e978ea-78e6-4bfe-96db-2d8b56f87c78,1888798663.1613767314,,2021-02-19,news.culturacolectiva.com,desktop,Chrome,Google,Chrome,Netherlands,25046,280,105,0.07
781,91e978ea-78e6-4bfe-96db-2d8b56f87c78,1888798663.1613767314,,2021-02-19,news.culturacolectiva.com,desktop,Chrome,Google,Chrome,Netherlands,210650,2354,880,0.19
782,91e978ea-78e6-4bfe-96db-2d8b56f87c78,723873351.1614634563,,2021-03-01,tegger.io,desktop,Chrome,Google,Chrome,Netherlands,45716,583,209,0.05
783,91e978ea-78e6-4bfe-96db-2d8b56f87c78,687926585.1614707198,,2021-03-02,tegger.io,desktop,Chrome,Google,Chrome,Netherlands,8584,97,31,0.02
784,91e978ea-78e6-4bfe-96db-2d8b56f87c78,687926585.1614707198,,2021-03-02,tegger.io,desktop,Chrome,Google,Chrome,Netherlands,8584,97,31,0.02
785,91e978ea-78e6-4bfe-96db-2d8b56f87c78,1265918247.1614719059,,2021-03-02,tegger.io,desktop,Chrome,Google,Chrome,Netherlands,4066,53,16,0.02
786,91e978ea-78e6-4bfe-96db-2d8b56f87c78,1265918247.1614719059,,2021-03-02,tegger.io,desktop,Chrome,Google,Chrome,Netherlands,1136756,22712,7684,0.37
787,91e978ea-78e6-4bfe-96db-2d8b56f87c78,1265918247.1614719059,,2021-03-02,tegger.io,desktop,Chrome,Google,Chrome,Netherlands,374787,7772,2741,0.24
788,91e978ea-78e6-4bfe-96db-2d8b56f87c78,1265918247.1614719059,,2021-03-02,tegger.io,desktop,Chrome,Google,Chrome,Netherlands,12129,212,71,0.02
789,91e978ea-78e6-4bfe-96db-2d8b56f87c78,1265918247.1614719059,,2021-03-02,tegger.io,desktop,Chrome,Google,Chrome,Netherlands,298668,4182,1524,0.23
790,91e978ea-78e6-4bfe-96db-2d8b56f87c78,1197626474.1615028519,,2021-03-06,tegger.io,desktop,Chrome,Google,Chrome,Netherlands,87868,1490,528,0.11
791,91e978ea-78e6-4bfe-96db-2d8b56f87c78,1265918247.1614719059,,2021-03-02,tegger.io,desktop,Chrome,Google,Chrome,Netherlands,549696,14560,5096,0.21
792,91e978ea-78e6-4bfe-96db-2d8b56f87c78,1197626474.1615028519,,2021-03-06,tegger.io,desktop,Chrome,Google,Chrome,Netherlands,69974,1152,430,0.04
793,91e978ea-78e6-4bfe-96db-2d8b56f87c78,1265918247.1614719059,,2021-03-02,tegger.io,desktop,Chrome,Google,Chrome,Netherlands,121,27,6,0.02
794,91e978ea-78e6-4bfe-96db-2d8b56f87c78,1265918247.1614719059,,2021-03-02,tegger.io,desktop,Chrome,Google,Chrome,Netherlands,234297,4927,1722,0.26
795,91e978ea-78e6-4bfe-96db-2d8b56f87c78,1265918247.1614719059,,2021-03-02,tegger.io,desktop,Chrome,Google,Chrome,Netherlands,7587,139,48,0.02
796,91e978ea-78e6-4bfe-96db-2d8b56f87c78,1197626474.1615028519,,2021-03-06,tegger.io,desktop,Chrome,Google,Chrome,Netherlands,1091,79,23,0.02
797,91e978ea-78e6-4bfe-96db-2d8b56f87c78,1265918247.1614719059,,2021-03-02,tegger.io,desktop,Chrome,Google,Chrome,Netherlands,59604,1108,380,0.02
798,91e978ea-78e6-4bfe-96db-2d8b56f87c78,1197626474.1615028519,,2021-03-06,tegger.io,desktop,Chrome,Google,Chrome,Netherlands,358,24,7,0.02
799,91e978ea-78e6-4bfe-96db-2d8b56f87c78,1265918247.1614719059,,2021-03-02,tegger.io,desktop,Chrome,Google,Chrome,Netherlands,4711,75,19,0.04
800,91e978ea-78e6-4bfe-96db-2d8b56f87c78,1265918247.1614719059,,2021-03-02,tegger.io,desktop,Chrome,Google,Chrome,Netherlands,2280,23,6,0.02
801,91e978ea-78e6-4bfe-96db-2d8b56f87c78,1197626474.1615028519,,2021-03-06,tegger.io,desktop,Chrome,Google,Chrome,Netherlands,1211,27,7,0.02
802,91e978ea-78e6-4bfe-96db-2d8b56f87c78,1197626474.1615028519,,2021-03-06,tegger.io,desktop,Chrome,Google,Chrome,Netherlands,1230,141,55,0.01
803,91e978ea-78e6-4bfe-96db-2d8b56f87c78,1265918247.1614719059,,2021-03-02,tegger.io,desktop,Chrome,Google,Chrome,Netherlands,102,23,5,0.05
804,91e978ea-78e6-4bfe-96db-2d8b56f87c78,1265918247.1614719059,,2021-03-02,tegger.io,desktop,Chrome,Google,Chrome,Netherlands,87,14,2,0.02
805,91e978ea-78e6-4bfe-96db-2d8b56f87c78,1197626474.1615028519,,2021-03-06,tegger.io,desktop,Chrome,Google,Chrome,Netherlands,158,48,18,0.01
806,91e978ea-78e6-4bfe-96db-2d8b56f87c78,1265918247.1614719059,,2021-03-02,tegger.io,desktop,Chrome,Google,Chrome,Netherlands,15,6,2,0.0
807,91e978ea-78e6-4bfe-96db-2d8b56f87c78,1197626474.1615028519,,2021-03-06,tegger.io,desktop,Chrome,Google,Chrome,Netherlands,63,42,18,0.05
808,91e978ea-78e6-4bfe-96db-2d8b56f87c78,1265918247.1614719059,,2021-03-02,tegger.io,desktop,Chrome,Google,Chrome,Netherlands,57,16,3,0.02
809,91e978ea-78e6-4bfe-96db-2d8b56f87c78,1265918247.1614719059,,2021-03-02,tegger.io,desktop,Chrome,Google,Chrome,Netherlands,79,20,5,0.02
810,91e978ea-78e6-4bfe-96db-2d8b56f87c78,1197626474.1615028519,,2021-03-06,tegger.io,desktop,Chrome,Google,Chrome,Netherlands,139,26,6,0.03
811,91e978ea-78e6-4bfe-96db-2d8b56f87c78,1265918247.1614719059,,2021-03-02,tegger.io,desktop,Chrome,Google,Chrome,Netherlands,261,14,2,0.02
812,91e978ea-78e6-4bfe-96db-2d8b56f87c78,1265918247.1614719059,,2021-03-02,tegger.io,desktop,Chrome,Google,Chrome,Netherlands,305,30,8,0.01
813,91e978ea-78e6-4bfe-96db-2d8b56f87c78,1926139213.1615842245,,2021-03-15,tegger.io,desktop,Chrome,Google,Chrome,Netherlands,64,25,6,0.02
814,91e978ea-78e6-4bfe-96db-2d8b56f87c78,220165502.1615842165,,2021-03-15,tegger.io,desktop,Chrome,Google,Chrome,Netherlands,79,12,2,0.02
815,91e978ea-78e6-4bfe-96db-2d8b56f87c78,1926139213.1615842245,,2021-03-15,tegger.io,desktop,Chrome,Google,Chrome,Netherlands,151,31,8,0.0
816,91e978ea-78e6-4bfe-96db-2d8b56f87c78,220165502.1615842165,,2021-03-15,tegger.io,desktop,Chrome,Google,Chrome,Netherlands,256,43,8,0.05
817,91e978ea-78e6-4bfe-96db-2d8b56f87c78,1926139213.1615842245,,2021-03-15,tegger.io,desktop,Chrome,Google,Chrome,Netherlands,184,48,14,0.03
818,91e978ea-78e6-4bfe-96db-2d8b56f87c78,220165502.1615842165,,2021-03-15,tegger.io,desktop,Chrome,Google,Chrome,Netherlands,46,13,2,0.02
819,91e978ea-78e6-4bfe-96db-2d8b56f87c78,1926139213.1615842245,,2021-03-15,tegger.io,desktop,Chrome,Google,Chrome,Netherlands,183,38,7,0.03
820,91e978ea-78e6-4bfe-96db-2d8b56f87c78,220165502.1615842165,,2021-03-15,tegger.io,desktop,Chrome,Google,Chrome,Netherlands,40,12,2,0.02
821,91e978ea-78e6-4bfe-96db-2d8b56f87c78,1926139213.1615842245,,2021-03-15,tegger.io,desktop,Chrome,Google,Chrome,Netherlands,46,18,5,0.02
822,91e978ea-78e6-4bfe-96db-2d8b56f87c78,220165502.1615842165,,2021-03-15,tegger.io,desktop,Chrome,Google,Chrome,Netherlands,66,15,4,0.0
823,91e978ea-78e6-4bfe-96db-2d8b56f87c78,1926139213.1615842245,,2021-03-15,tegger.io,desktop,Chrome,Google,Chrome,Netherlands,42,14,3,0.03
824,91e978ea-78e6-4bfe-96db-2d8b56f87c78,1926139213.1615842245,,2021-03-15,tegger.io,desktop,Chrome,Google,Chrome,Netherlands,165,18,2,0.02
825,91e978ea-78e6-4bfe-96db-2d8b56f87c78,61572069.1616170381,,2021-03-19,tegger.io,desktop,Chrome,Google,Chrome,Netherlands,809,30,6,0.05
826,91e978ea-78e6-4bfe-96db-2d8b56f87c78,1479811208.1616170479,,2021-03-19,tegger.io,desktop,Chrome,Google,Chrome,Netherlands,53,18,3,0.02
827,91e978ea-78e6-4bfe-96db-2d8b56f87c78,61572069.1616170381,,2021-03-19,tegger.io,desktop,Chrome,Google,Chrome,Netherlands,717,18,4,0.02
828,91e978ea-78e6-4bfe-96db-2d8b56f87c78,1479811208.1616170479,,2021-03-19,tegger.io,desktop,Chrome,Google,Chrome,Netherlands,53,18,3,0.02
829,91e978ea-78e6-4bfe-96db-2d8b56f87c78,1479811208.1616170479,,2021-03-19,tegger.io,desktop,Chrome,Google,Chrome,Netherlands,43,18,4,0.02
830,91e978ea-78e6-4bfe-96db-2d8b56f87c78,61572069.1616170381,,2021-03-19,tegger.io,desktop,Chrome,Google,Chrome,Netherlands,198,51,15,0.0
831,91e978ea-78e6-4bfe-96db-2d8b56f87c78,1479811208.1616170479,,2021-03-19,tegger.io,desktop,Chrome,Google,Chrome,Netherlands,86,36,8,0.0
832,91e978ea-78e6-4bfe-96db-2d8b56f87c78,1479811208.1616170479,,2021-03-19,tegger.io,desktop,Chrome,Google,Chrome,Netherlands,590,138,37,0.05
833,91e978ea-78e6-4bfe-96db-2d8b56f87c78,1479811208.1616170479,,2021-03-19,tegger.io,desktop,Chrome,Google,Chrome,Netherlands,107,28,8,0.02
834,91e978ea-78e6-4bfe-96db-2d8b56f87c78,61572069.1616170381,,2021-03-19,tegger.io,desktop,Chrome,Google,Chrome,Netherlands,54,16,3,0.02
835,91e978ea-78e6-4bfe-96db-2d8b56f87c78,61572069.1616170381,,2021-03-19,tegger.io,desktop,Chrome,Google,Chrome,Netherlands,62,22,5,0.01
836,91e978ea-78e6-4bfe-96db-2d8b56f87c78,1479811208.1616170479,,2021-03-19,tegger.io,desktop,Chrome,Google,Chrome,Netherlands,126,57,15,0.03
837,91e978ea-78e6-4bfe-96db-2d8b56f87c78,61572069.1616170381,,2021-03-19,tegger.io,desktop,Chrome,Google,Chrome,Netherlands,38,20,6,0.0
838,91e978ea-78e6-4bfe-96db-2d8b56f87c78,61572069.1616170381,,2021-03-19,tegger.io,desktop,Chrome,Google,Chrome,Netherlands,69,16,4,0.02
839,91e978ea-78e6-4bfe-96db-2d8b56f87c78,61572069.1616170381,,2021-03-19,tegger.io,desktop,Chrome,Google,Chrome,Netherlands,209,66,16,0.01
840,91e978ea-78e6-4bfe-96db-2d8b56f87c78,1479811208.1616170479,,2021-03-19,tegger.io,desktop,Chrome,Google,Chrome,Netherlands,112,42,12,0.0
841,91e978ea-78e6-4bfe-96db-2d8b56f87c78,1479811208.1616170479,,2021-03-19,tegger.io,desktop,Chrome,Google,Chrome,Netherlands,25,16,5,0.02
842,91e978ea-78e6-4bfe-96db-2d8b56f87c78,1479811208.1616170479,,2021-03-19,tegger.io,desktop,Chrome,Google,Chrome,Netherlands,25,16,5,0.02
843,91e978ea-78e6-4bfe-96db-2d8b56f87c78,61572069.1616170381,,2021-03-19,tegger.io,desktop,Chrome,Google,Chrome,Netherlands,73,18,4,0.03
844,91e978ea-78e6-4bfe-96db-2d8b56f87c78,1479811208.1616170479,,2021-03-19,tegger.io,desktop,Chrome,Google,Chrome,Netherlands,28,17,4,0.02
845,91e978ea-78e6-4bfe-96db-2d8b56f87c78,1479811208.1616170479,,2021-03-19,tegger.io,desktop,Chrome,Google,Chrome,Netherlands,706,54,18,0.01
846,91e978ea-78e6-4bfe-96db-2d8b56f87c78,1479811208.1616170479,,2021-03-19,tegger.io,desktop,Chrome,Google,Chrome,Netherlands,255,81,24,0.03
847,91e978ea-78e6-4bfe-96db-2d8b56f87c78,1479811208.1616170479,,2021-03-19,tegger.io,desktop,Chrome,Google,Chrome,Netherlands,48,20,6,0.02
848,91e978ea-78e6-4bfe-96db-2d8b56f87c78,61572069.1616170381,,2021-03-19,tegger.io,desktop,Chrome,Google,Chrome,Netherlands,46,10,2,0.01
849,92e8bd2a-b8ca-4eed-a1f3-f4fce427f24d,1090918352.1606039668,,2020-11-22,google,desktop,Chrome,Google,Chrome,Venezuela,426,9,2,3.12
850,92e8bd2a-b8ca-4eed-a1f3-f4fce427f24d,1090918352.1606039668,,2020-11-22,google,desktop,Chrome,Google,Chrome,Venezuela,1116,44,16,0.0
851,92e8bd2a-b8ca-4eed-a1f3-f4fce427f24d,1090918352.1606039668,,2020-11-22,google,desktop,Chrome,Google,Chrome,Venezuela,955,80,30,0.0
852,92e8bd2a-b8ca-4eed-a1f3-f4fce427f24d,1090918352.1606039668,,2020-11-22,google,desktop,Chrome,Google,Chrome,Venezuela,2,4,2,0.05
853,92e8bd2a-b8ca-4eed-a1f3-f4fce427f24d,1090918352.1606039668,,2020-11-22,google,desktop,Chrome,Google,Chrome,Venezuela,198,12,4,0.0
854,9324659e-d252-4214-8a56-ba1457f80f2c,1965629534.1616438828,1403900012592,2021-03-22,google,desktop,Chrome,Google,Chrome,Mexico,9232,136,62,0.07
855,9351c5d9-7f7a-403c-a53e-e10de2cffc8b,339576674.1613116430,,2021-02-12,google,desktop,Chrome,Google,Chrome,Argentina,376,28,8,0.07
856,93eb18a1-a7a0-477e-aec6-a359ed79f84c,1549207841.1607723045,,2020-12-11,news.culturacolectiva.com,desktop,Chrome,Google,Chrome,Ecuador,36106,238,112,0.07
857,93eb18a1-a7a0-477e-aec6-a359ed79f84c,1549207841.1607723045,,2020-12-11,news.culturacolectiva.com,desktop,Chrome,Google,Chrome,Ecuador,318,24,8,0.0
858,94eb4187-4867-4760-b9c1-65c03068b47d,965080465.1613169577,,2021-02-12,news.culturacolectiva.com,desktop,Chrome,Google,Chrome,Colombia,1554,90,30,0.03
859,958aad17-7bc5-4738-906d-1b360ba31aae,2113308175.1611727584,,2021-01-27,(direct),desktop,Chrome,Google,Chrome,Colombia,6580,140,50,0.13
860,9628ec70-2329-4d9d-bb8c-2e7123694cbc,1025970315.1612465984,,2021-02-04,(direct),desktop,Chrome,Google,Chrome,Argentina,17535,165,60,0.07
861,969d6be8-fb24-489b-91fb-4fe2b15a8f09,1970408617.1616835401,0601000010574,2021-03-27,tegger.io,desktop,Chrome,Google,Chrome,Mexico,74626,7539,2224,0.18
862,969d6be8-fb24-489b-91fb-4fe2b15a8f09,1970408617.1616835401,2803800011048,2021-03-27,tegger.io,desktop,Chrome,Google,Chrome,Mexico,74626,7539,2224,0.18
863,97340e4d-7f88-4ed2-a253-caf3ded4eb4e,745426038.1614096109,0200402832698,2021-02-23,news.culturacolectiva.com,desktop,Chrome,Google,Chrome,Mexico,174899,3654,957,0.03
864,97340e4d-7f88-4ed2-a253-caf3ded4eb4e,1688089394.1614095768,0200402832698,2021-02-23,tegger.io,desktop,Chrome,Google,Chrome,Mexico,9140,260,100,0.0
865,97a0cf9c-5842-472b-801c-5fe11301904d,514059451.1614270357,1202900011936,2021-02-25,freim.tv,desktop,Chrome,Google,Chrome,Mexico,858,81,24,0.0
866,97a0cf9c-5842-472b-801c-5fe11301904d,795373930.1614199763,1202900011936,2021-02-24,news.culturacolectiva.com,desktop,Chrome,Google,Chrome,Mexico,342,36,12,0.0
867,97b78ea1-1b79-48dc-84c4-b0f2f9b1bfbc,256904669.1616623790,0900300010287,2021-03-24,tegger.io,desktop,Chrome,Google,Chrome,Mexico,364,29,7,0.03
868,97b78ea1-1b79-48dc-84c4-b0f2f9b1bfbc,1332903957.1616532480,0900300010287,2021-03-23,google,desktop,Chrome,Google,Chrome,Mexico,2874,63,16,0.03
869,97b78ea1-1b79-48dc-84c4-b0f2f9b1bfbc,49647421.1616620580,0900300010287,2021-03-24,(direct),desktop,Chrome,Google,Chrome,Mexico,1866,129,36,0.02
870,9a65b3cd-f4c4-4877-a59f-23d60752fc05,267928589.1615756648,,2021-03-14,tegger.io,desktop,Chrome,Google,Chrome,Argentina,428,38,8,0.06
871,9a65b3cd-f4c4-4877-a59f-23d60752fc05,1708017555.1615756387,,2021-03-14,tegger.io,desktop,Chrome,Google,Chrome,Argentina,4440,40,12,0.04
872,9a65b3cd-f4c4-4877-a59f-23d60752fc05,1249820499.1615757708,,2021-03-14,tegger.io,desktop,Chrome,Google,Chrome,Argentina,110,11,2,0.03
873,9b083851-6c58-44dc-bf7c-52c6ebf81efd,547128818.1614788429,150990438,2021-03-03,tegger.io,desktop,Chrome,Google,Chrome,Mexico,17580,1138,342,0.07
